experiment_id,vincristine,mitoxantrone,etoposide,daunorubicin,cell_viability,cell_viability_pct,combo_label,viability_rank,efficacy_score,recommended_reason
183,12.5,40,12.5,18.75,0.86,86.0,V=12.5 | M=40 | E=12.5 | D=18.75,198,0.14,Includes Vincristine + Mitoxantrone
33,0.0,10,0.0,0.0,0.87,87.0,V=0.0 | M=10 | E=0.0 | D=0.0,199,0.13,Mitoxantrone-based combination
65,6.25,0,0.0,0.0,0.87,87.0,V=6.25 | M=0 | E=0.0 | D=0.0,200,0.13,Vincristine-based combination
68,6.25,0,0.0,75.0,0.87,87.0,V=6.25 | M=0 | E=0.0 | D=75.0,201,0.13,Vincristine-based combination
74,6.25,0,25.0,9.375,0.87,87.0,V=6.25 | M=0 | E=25.0 | D=9.375,202,0.13,Vincristine-based combination
103,6.25,10,12.5,18.75,0.87,87.0,V=6.25 | M=10 | E=12.5 | D=18.75,203,0.13,Includes Vincristine + Mitoxantrone
117,6.25,40,12.5,0.0,0.87,87.0,V=6.25 | M=40 | E=12.5 | D=0.0,204,0.13,Includes Vincristine + Mitoxantrone
133,12.5,0,12.5,0.0,0.87,87.0,V=12.5 | M=0 | E=12.5 | D=0.0,205,0.13,Vincristine-based combination
18,0.0,5,0.0,9.375,0.88,88.0,V=0.0 | M=5 | E=0.0 | D=9.375,206,0.12,Mitoxantrone-based combination
23,0.0,5,12.5,18.75,0.88,88.0,V=0.0 | M=5 | E=12.5 | D=18.75,207,0.12,Mitoxantrone-based combination
25,0.0,5,25.0,0.0,0.88,88.0,V=0.0 | M=5 | E=25.0 | D=0.0,208,0.12,Mitoxantrone-based combination
39,0.0,10,12.5,18.75,0.88,88.0,V=0.0 | M=10 | E=12.5 | D=18.75,209,0.12,Mitoxantrone-based combination
47,0.0,10,100.0,18.75,0.88,88.0,V=0.0 | M=10 | E=100.0 | D=18.75,210,0.12,Mitoxantrone-based combination
102,6.25,10,12.5,9.375,0.88,88.0,V=6.25 | M=10 | E=12.5 | D=9.375,211,0.12,Includes Vincristine + Mitoxantrone
150,12.5,5,12.5,9.375,0.88,88.0,V=12.5 | M=5 | E=12.5 | D=9.375,212,0.12,Includes Vincristine + Mitoxantrone
7,0.0,0,12.5,18.75,0.89,89.0,V=0.0 | M=0 | E=12.5 | D=18.75,213,0.11,Non-VM combination
12,0.0,0,25.0,75.0,0.89,89.0,V=0.0 | M=0 | E=25.0 | D=75.0,214,0.11,Non-VM combination
21,0.0,5,12.5,0.0,0.89,89.0,V=0.0 | M=5 | E=12.5 | D=0.0,215,0.11,Mitoxantrone-based combination
38,0.0,10,12.5,9.375,0.89,89.0,V=0.0 | M=10 | E=12.5 | D=9.375,216,0.11,Mitoxantrone-based combination
67,6.25,0,0.0,18.75,0.89,89.0,V=6.25 | M=0 | E=0.0 | D=18.75,217,0.11,Vincristine-based combination
122,6.25,40,25.0,9.375,0.89,89.0,V=6.25 | M=40 | E=25.0 | D=9.375,218,0.11,Includes Vincristine + Mitoxantrone
163,12.5,10,0.0,18.75,0.89,89.0,V=12.5 | M=10 | E=0.0 | D=18.75,219,0.11,Includes Vincristine + Mitoxantrone
165,12.5,10,12.5,0.0,0.89,89.0,V=12.5 | M=10 | E=12.5 | D=0.0,220,0.11,Includes Vincristine + Mitoxantrone
166,12.5,10,12.5,9.375,0.89,89.0,V=12.5 | M=10 | E=12.5 | D=9.375,221,0.11,Includes Vincristine + Mitoxantrone
2,0.0,0,0.0,9.375,0.9,90.0,V=0.0 | M=0 | E=0.0 | D=9.375,222,0.1,Non-VM combination
4,0.0,0,0.0,75.0,0.9,90.0,V=0.0 | M=0 | E=0.0 | D=75.0,223,0.1,Non-VM combination
22,0.0,5,12.5,9.375,0.9,90.0,V=0.0 | M=5 | E=12.5 | D=9.375,224,0.1,Mitoxantrone-based combination
34,0.0,10,0.0,9.375,0.9,90.0,V=0.0 | M=10 | E=0.0 | D=9.375,225,0.1,Mitoxantrone-based combination
35,0.0,10,0.0,18.75,0.9,90.0,V=0.0 | M=10 | E=0.0 | D=18.75,226,0.1,Mitoxantrone-based combination
37,0.0,10,12.5,0.0,0.9,90.0,V=0.0 | M=10 | E=12.5 | D=0.0,227,0.1,Mitoxantrone-based combination
147,12.5,5,0.0,18.75,0.9,90.0,V=12.5 | M=5 | E=0.0 | D=18.75,228,0.1,Includes Vincristine + Mitoxantrone
9,0.0,0,25.0,0.0,0.91,91.0,V=0.0 | M=0 | E=25.0 | D=0.0,229,0.09,Non-VM combination
11,0.0,0,25.0,18.75,0.91,91.0,V=0.0 | M=0 | E=25.0 | D=18.75,230,0.09,Non-VM combination
17,0.0,5,0.0,0.0,0.91,91.0,V=0.0 | M=5 | E=0.0 | D=0.0,231,0.09,Mitoxantrone-based combination
69,6.25,0,12.5,0.0,0.91,91.0,V=6.25 | M=0 | E=12.5 | D=0.0,232,0.09,Vincristine-based combination
70,6.25,0,12.5,9.375,0.91,91.0,V=6.25 | M=0 | E=12.5 | D=9.375,233,0.09,Vincristine-based combination
87,6.25,5,12.5,18.75,0.91,91.0,V=6.25 | M=5 | E=12.5 | D=18.75,234,0.09,Includes Vincristine + Mitoxantrone
134,12.5,0,12.5,9.375,0.91,91.0,V=12.5 | M=0 | E=12.5 | D=9.375,235,0.09,Vincristine-based combination
151,12.5,5,12.5,18.75,0.91,91.0,V=12.5 | M=5 | E=12.5 | D=18.75,236,0.09,Includes Vincristine + Mitoxantrone
162,12.5,10,0.0,9.375,0.91,91.0,V=12.5 | M=10 | E=0.0 | D=9.375,237,0.09,Includes Vincristine + Mitoxantrone
41,0.0,10,25.0,0.0,0.92,92.0,V=0.0 | M=10 | E=25.0 | D=0.0,238,0.08,Mitoxantrone-based combination
50,0.0,40,0.0,9.375,0.92,92.0,V=0.0 | M=40 | E=0.0 | D=9.375,239,0.08,Mitoxantrone-based combination
66,6.25,0,0.0,9.375,0.92,92.0,V=6.25 | M=0 | E=0.0 | D=9.375,240,0.08,Vincristine-based combination
83,6.25,5,0.0,18.75,0.92,92.0,V=6.25 | M=5 | E=0.0 | D=18.75,241,0.08,Includes Vincristine + Mitoxantrone
114,6.25,40,0.0,9.375,0.92,92.0,V=6.25 | M=40 | E=0.0 | D=9.375,242,0.08,Includes Vincristine + Mitoxantrone
3,0.0,0,0.0,18.75,0.93,93.0,V=0.0 | M=0 | E=0.0 | D=18.75,243,0.07,Non-VM combination
42,0.0,10,25.0,9.375,0.93,93.0,V=0.0 | M=10 | E=25.0 | D=9.375,244,0.07,Mitoxantrone-based combination
49,0.0,40,0.0,0.0,0.93,93.0,V=0.0 | M=40 | E=0.0 | D=0.0,245,0.07,Mitoxantrone-based combination
85,6.25,5,12.5,0.0,0.93,93.0,V=6.25 | M=5 | E=12.5 | D=0.0,246,0.07,Includes Vincristine + Mitoxantrone
86,6.25,5,12.5,9.375,0.93,93.0,V=6.25 | M=5 | E=12.5 | D=9.375,247,0.07,Includes Vincristine + Mitoxantrone
40,0.0,10,12.5,75.0,0.94,94.0,V=0.0 | M=10 | E=12.5 | D=75.0,248,0.06,Mitoxantrone-based combination
10,0.0,0,25.0,9.375,0.96,96.0,V=0.0 | M=0 | E=25.0 | D=9.375,249,0.04,Non-VM combination
113,6.25,40,0.0,0.0,0.96,96.0,V=6.25 | M=40 | E=0.0 | D=0.0,250,0.04,Includes Vincristine + Mitoxantrone
186,12.5,40,25.0,9.375,0.96,96.0,V=12.5 | M=40 | E=25.0 | D=9.375,251,0.04,Includes Vincristine + Mitoxantrone
81,6.25,5,0.0,0.0,0.97,97.0,V=6.25 | M=5 | E=0.0 | D=0.0,252,0.03,Includes Vincristine + Mitoxantrone
161,12.5,10,0.0,0.0,0.97,97.0,V=12.5 | M=10 | E=0.0 | D=0.0,253,0.03,Includes Vincristine + Mitoxantrone
82,6.25,5,0.0,9.375,0.98,98.0,V=6.25 | M=5 | E=0.0 | D=9.375,254,0.02,Includes Vincristine + Mitoxantrone
1,0.0,0,0.0,0.0,1.0,100.0,V=0.0 | M=0 | E=0.0 | D=0.0,255,0.0,Non-VM combination
53,0.0,40,12.5,0.0,1.01,101.0,V=0.0 | M=40 | E=12.5 | D=0.0,256,-0.01,Mitoxantrone-based combination
